s2orc_paper_id;mag_id;year;author_num;citation_count;reference_count;topic_size;first_author_prod;first_author_h_index;last_author_index;last_author_prod;last_author_h_index;title_len
3369680;2963994253;2018;1;3;38;338262;79;14;1;79;14;10
15446606;2964021737;2018;2;58;23;98883;419;70;2;39;15;5
29529747;2964040301;2019;1;4;3;17529;96;25;1;96;25;12
8238584;2964087003;2015;2;0;9;59250;194;22;2;23;2;14
18163085;2964122670;2016;3;2;29;20861;6;2;3;83;14;11
4976489;2964257345;2017;2;0;0;1174;14;5;2;262;26;6
16938621;2964371134;2019;2;7;0;135193;112;16;2;2;2;13
85540972;2978357270;2019;4;0;5;302799;43;6;4;34;6;4
203606806;2982583477;2019;1;1;7;202818;2;1;1;2;1;9
119159362;2984685561;2019;3;0;7;267423;2;0;3;2;0;9
189762110;2989697769;2019;6;4;14;177689;27;5;6;12;3;12
198897670;3004780273;2020;4;4;0;2394530;557;59;4;80;15;7
4805891;2083883000;2013;4;61;10;1510;2;2;4;136;24;22
7360034;2096539046;2010;1;0;0;89025;102;22;1;102;22;14
53222627;2307777708;2015;3;0;0;168090;4;0;3;3;0;9
19100847;2892242347;2018;10;11;48;88598;2;1;9;200;40;11
14053598;2131254851;2002;1;37;16;10777;66;22;1;66;22;10
10591459;2160183520;1990;3;15;2;85515;160;19;3;6;4;6
207138340;2097540730;2009;6;142;59;142147;114;13;6;161;36;16
1575083;2940175421;1998;1;15;10;21468;461;98;1;461;98;7
55430658;2614501546;2019;3;1;14;273451;26;8;3;36;7;15
5778445;2020395698;2015;6;2;35;2533540;27;2;6;78;12;16
210946729;2963862461;2015;2;6;33;88607;11;6;2;479;45;10
38912490;2415559824;2015;4;0;0;270652;3;2;4;4;2;18
11871994;65219368;2002;2;13;23;106415;206;18;2;1;1;16
10205686;2002160186;2013;2;73;0;15825;170;28;2;193;26;11
85530107;1446800265;1999;5;2;0;46044;1;1;5;2;1;14
30726498;2020238644;2014;2;0;18;10212;463;37;2;32;7;7
13488256;2049869571;2013;2;3;20;101409;17;3;2;195;19;10
19902099;2127981459;2013;6;33;30;88607;21;7;6;389;53;16
465519;2108575679;2000;2;135;17;577548;80;17;2;189;44;14
7560220;2346820431;2016;4;12;63;7389;25;13;4;231;55;7
14036284;2142224859;2005;2;42;33;302799;72;21;2;202;43;13
119076493;2901864449;2019;2;27;68;397285;282;70;2;28;19;14
196172913;2012598612;2002;2;7;57;18039;141;35;2;8;6;11
10484076;2136965966;2011;5;4;22;92847;12;7;5;130;27;7
3030560;2009671971;2006;2;9;73;199756;63;21;2;276;57;20
15178663;2162495973;2002;2;1;20;45292;76;19;2;114;17;34
29877332;2034839900;2011;2;29;46;41018;17;8;2;292;36;11
73700842;2604953276;2017;2;0;9;25761;17;3;2;101;17;9
1235338;2945138997;2019;2;3;77;199756;268;40;2;233;45;11
34926375;2142906954;2001;5;6;13;21602;16;10;5;1;1;13
15861856;586710246;2003;2;0;0;166251;82;16;2;1;0;18
1235692;1690686642;2008;4;1;0;22531;1;1;4;2;1;9
7650888;2069506142;2012;3;25;49;515385;152;24;3;5;3;8
5770557;2619078305;2017;12;1;0;34162;42;11;9;3;1;6
29414321;2962752321;2018;2;0;25;165260;44;8;2;158;22;12
119706922;2964328953;2019;3;0;23;147948;11;4;3;112;23;11
199000969;2966386095;2020;5;14;46;19638;20;6;5;271;39;12
1551641;2502709838;2006;5;1;0;25327;11;6;5;2;1;6
9312722;2030601587;2010;3;118;22;4234;15;13;3;238;93;5
86525292;2963086828;2019;4;34;47;555443;16;4;4;235;37;18
16056347;2022712087;1999;1;65;35;33200;141;29;1;141;29;11
62200525;3008875687;2020;4;2;11;58225;10;2;4;51;6;11
39330563;2964023841;2017;2;1;13;140078;420;83;2;252;28;12
52314137;1883379237;2004;2;59;1;43251;399;90;2;13;11;10
212628606;3028110106;2020;4;1;31;127931;1;1;4;13;5;7
57760159;2964027893;2019;3;12;20;8317;28;5;3;96;12;11
1317601;2110837643;2010;8;23;25;100426;6;3;8;490;37;9
19027553;2482694192;2006;5;0;0;77873;529;102;5;289;39;10
207055509;1494085563;2017;3;117;32;98883;110;21;3;328;44;12
46958426;1587899498;2003;3;287;40;61043;278;48;3;267;35;6
214979;1647622147;1994;1;76;32;884;356;84;1;356;84;7
10308643;1677159791;2008;1;75;42;161871;419;70;1;419;70;7
9403773;1717727751;2016;4;9;20;14014;8;4;4;10;3;6
11263280;1759906523;1994;3;118;30;130;109;46;3;43;14;9
1874941;1770469170;2016;7;26;31;4181;288;47;7;148;28;17
9022267;1964019728;2014;2;14;50;85110;3;3;2;14;6;8
62110449;1969958735;2012;5;21;38;24718;16;9;5;663;63;9
6908591;1985339837;2016;2;16;29;20746;5;2;2;90;17;7
5887673;1988418697;2012;6;33;60;66874;23;4;6;169;32;11
5858905;1990867066;2009;2;32;45;157202;126;35;2;624;117;12
7192256;1995357734;2009;2;1;4;103247;98;23;2;9;4;7
28903743;1996831464;2015;2;2;24;37403;107;15;2;75;14;13
29200650;1999442116;2014;4;9;11;72453;7;2;4;9;2;6
